gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Credit card,64.27,3664.25,No
Female,0,Yes,Yes,54,Yes,No,DSL,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer,108.16,5838.44,No
Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Bank transfer,39.85,2868.98,No
Female,0,No,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,107.24,4078.3,Yes
Female,0,Yes,No,55,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No internet service,Two year,No,Bank transfer,22.55,1239.27,No
Male,0,Yes,Yes,62,Yes,Yes,No,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,50.14,3113.87,No
Male,1,No,No,60,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Credit card,61.75,3695.16,No
Male,0,No,Yes,11,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Bank transfer,107.14,1170.96,No
Female,0,No,Yes,49,Yes,No phone service,No,No,No,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,31.02,1521.52,Yes
Female,1,No,No,68,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No,Two year,No,Credit card,29.81,2022.14,Yes
Male,0,Yes,Yes,5,Yes,No,No,No internet service,Yes,No internet service,No,No,No,One year,Yes,Bank transfer,54.18,279.45,No
Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,39.29,1761.72,No
Male,0,No,Yes,33,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,46.61,1546.68,No
Male,0,Yes,No,64,Yes,No,No,No internet service,No,No,No,No,No,One year,Yes,Bank transfer,40.78,2606.86,Yes
Female,0,Yes,No,69,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Yes,One year,No,Bank transfer,40.77,2820.52,No
Male,0,Yes,No,45,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,No,Mailed check,53.22,2402.85,Yes
Female,0,Yes,Yes,50,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,26.97,1357.47,Yes
Male,0,No,No,34,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,24.29,834.28,No
Male,1,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,73.87,4660.42,No
Female,1,Yes,Yes,17,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer,55.45,935.74,No
Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer,69.63,896.64,Yes
Male,0,Yes,No,67,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,104.1,6965.45,No
Male,0,No,No,17,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Bank transfer,48.68,834.97,No
Female,0,No,Yes,50,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,111.14,5563.41,No
Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,27.78,1338.07,Yes
Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,112.96,7454.92,No
Female,0,No,No,17,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,115.89,1965.85,No
Male,0,Yes,No,28,No,No,No,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.46,890.14,No
Female,0,Yes,Yes,16,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No,Two year,No,Bank transfer,67.46,1071.57,No
Male,1,No,No,4,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,106.16,415.26,Yes
Male,0,No,Yes,32,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,No,Bank transfer,53.0,1686.55,No
Female,0,No,Yes,49,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,69.19,3381.84,No
Male,0,No,Yes,71,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Credit card,105.46,7485.13,No
Female,0,No,Yes,18,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,No,Credit card,65.41,1173.35,No
Male,0,No,No,56,Yes,Yes,No,No,No internet service,No,No internet service,Yes,Yes,One year,No,Bank transfer,92.66,5186.97,No
Male,1,Yes,Yes,70,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Mailed check,110.52,7729.93,No
Male,0,Yes,No,66,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,70.12,4619.58,No
Male,0,Yes,Yes,56,No,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,72.66,4075.5,No
Male,1,No,Yes,56,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No,Two year,No,Credit card,115.67,6483.45,No
Male,0,Yes,No,16,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,One year,No,Credit card,27.2,442.82,No
Male,0,No,No,23,No,Yes,No,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,75.34,1727.6,Yes
Male,1,Yes,No,25,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,104.19,2610.05,No
Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer,81.35,4402.62,No
Male,0,No,No,44,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer,94.82,4177.96,No
Female,1,No,Yes,44,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer,25.48,1122.76,No
Female,0,No,No,31,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,46.83,1442.15,No
Male,0,Yes,Yes,65,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer,66.99,4346.93,No
Male,0,Yes,No,24,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,107.84,2595.38,Yes
Female,0,Yes,No,33,Yes,Yes,No,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Bank transfer,49.37,1630.01,No
Male,0,Yes,No,30,Yes,No phone service,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,93.48,2812.34,No
Male,1,No,No,34,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,One year,Yes,Bank transfer,93.77,3190.63,No
Male,0,No,Yes,16,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,51.44,816.71,No
Male,0,Yes,No,47,Yes,Yes,No,Yes,No internet service,Yes,No,No,No,Two year,No,Electronic check,46.21,2176.61,No
Male,0,No,Yes,58,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,44.31,2578.9,Yes
Male,1,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No,No,No,Yes,One year,No,Credit card,109.92,3728.67,No
Female,0,No,Yes,6,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,Yes,Electronic check,104.85,633.3,No
Female,1,Yes,No,30,No,No phone service,No,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,108.07,3234.59,Yes
Female,1,No,Yes,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer,64.56,3621.61,Yes
Male,0,No,No,48,No,No phone service,No,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,28.05,1339.13,Yes
Male,0,Yes,Yes,52,No,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Credit card,96.32,5007.97,Yes
Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer,111.83,226.44,No
Male,0,Yes,No,26,Yes,No phone service,No,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,96.5,2504.28,No
Male,0,No,Yes,55,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Two year,Yes,Bank transfer,87.68,4812.69,No
Male,0,No,No,24,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card,50.63,1214.72,No
Female,0,No,Yes,28,Yes,No,No,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,90.92,2552.18,Yes
Female,0,Yes,No,72,Yes,No,DSL,No,Yes,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer,19.87,1426.23,No
Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,Yes,Bank transfer,56.84,2098.96,Yes
Male,0,Yes,Yes,69,Yes,Yes,No,Yes,No,No internet service,No,Yes,No,Two year,No,Bank transfer,72.42,4991.9,Yes
Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,33.1,27.43,No
Female,1,Yes,No,40,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,118.01,4728.6,No
Female,0,Yes,No,42,Yes,No phone service,No,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,101.65,4271.83,No
Female,0,No,No,64,Yes,No,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card,35.93,2301.53,Yes
Female,0,No,Yes,41,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,118.68,4857.27,No
Female,0,No,No,39,No,Yes,No,No,No internet service,No,No,No,No,Month-to-month,No,Credit card,110.47,4300.52,No
Male,0,No,No,27,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Credit card,110.96,2995.35,No
Male,0,No,No,28,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer,43.88,1232.02,No
Male,0,No,Yes,58,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,38.91,2264.81,Yes
Female,0,No,No,65,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer,27.52,1785.26,No
Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,One year,Yes,Electronic check,54.98,1212.91,No
Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,No,Credit card,25.54,348.1,Yes
Female,0,No,Yes,32,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,43.25,1376.45,No
Male,0,No,No,70,Yes,No phone service,No,Yes,Yes,Yes,No,No internet service,No internet service,Two year,No,Credit card,50.55,3539.9,No
Male,1,No,Yes,17,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Electronic check,56.96,958.32,No
Female,1,No,No,39,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,103.0,4025.04,Yes
Female,0,No,Yes,4,No,Yes,No,Yes,No,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,51.6,204.37,No
Female,0,No,Yes,26,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,97.24,2527.23,No
Male,1,No,Yes,8,Yes,No,No,No internet service,Yes,Yes,No,No internet service,Yes,One year,No,Mailed check,98.95,785.09,Yes
Female,0,No,Yes,14,Yes,No phone service,DSL,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card,38.07,524.88,Yes
Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,101.49,5685.16,No
Female,1,No,Yes,17,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Two year,Yes,Mailed check,80.17,1369.17,Yes
Female,0,Yes,Yes,28,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,One year,Yes,Mailed check,68.99,1931.22,No
Female,0,Yes,No,43,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Credit card,84.09,3614.47,Yes
Female,0,Yes,No,3,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,45.75,144.35,No
Male,0,Yes,Yes,64,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card,98.57,6300.74,Yes
Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card,61.88,744.48,Yes
Female,1,Yes,No,62,Yes,No,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card,21.29,1319.2,No
Male,1,Yes,Yes,55,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,No,Electronic check,99.79,5483.92,No
Male,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No,Two year,No,Bank transfer,45.67,2867.41,Yes
Male,1,Yes,Yes,58,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,27.41,1584.93,No
Female,0,No,No,9,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,80.24,724.17,No
Male,0,Yes,Yes,40,Yes,No phone service,No,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,90.34,3606.15,No
Male,0,Yes,Yes,49,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card,36.72,1796.98,No
Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,42.98,2875.05,No
Female,0,Yes,No,13,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,28.69,367.69,No
Female,0,Yes,Yes,18,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer,64.61,1159.59,No
Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Two year,Yes,Credit card,74.06,4447.28,No
Female,0,No,No,71,Yes,Yes,No,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,60.03,4261.07,Yes
Male,0,No,Yes,44,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,93.5,4107.14,No
Male,0,Yes,No,48,Yes,No,DSL,Yes,No,No internet service,Yes,No,No,One year,No,Credit card,43.25,2066.53,Yes
Male,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,87.58,3765.25,No
Female,0,No,No,55,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,60.82,3354.58,No
Male,1,No,Yes,43,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.26,4132.43,Yes
Female,0,No,Yes,52,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Bank transfer,55.11,2864.76,Yes
Male,1,Yes,Yes,53,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card,100.54,5338.18,No
Female,0,Yes,Yes,22,Yes,Yes,No,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,55.66,1232.03,No
Female,0,Yes,No,66,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer,28.92,1908.09,No
Female,0,No,Yes,54,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.15,3683.72,Yes
Male,0,Yes,No,69,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,92.34,6376.8,Yes
Male,0,No,No,7,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,No,Bank transfer,90.0,639.47,No
Female,0,No,Yes,22,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer,110.75,2429.41,Yes
Female,0,No,Yes,34,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,64.79,2203.6,No
Male,0,No,No,4,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,100.55,400.03,No
Male,1,Yes,Yes,55,Yes,No,No,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Mailed check,115.21,6338.5,No
Female,0,Yes,No,60,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.05,6250.39,Yes
Female,0,No,Yes,26,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,80.42,2092.86,No
Female,0,Yes,Yes,37,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,33.06,1220.76,No
Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,117.56,5281.65,No
Male,0,Yes,No,68,Yes,Yes,No,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer,96.37,6555.41,No
Female,0,No,No,11,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card,82.9,908.72,No
Female,0,Yes,No,61,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,34.15,2081.94,Yes
Female,0,Yes,No,18,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,One year,No,Mailed check,46.0,834.46,No
Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,83.52,1332.23,No
Male,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,20.35,273.87,No
Female,0,No,Yes,3,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No,Two year,No,Electronic check,38.0,116.83,No
Female,0,Yes,No,12,No,No phone service,No,No internet service,Yes,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,47.04,560.03,No
Female,0,No,No,49,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Electronic check,101.29,4954.33,Yes
Male,0,No,No,71,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No,One year,No,Electronic check,50.33,3582.85,No
Male,0,Yes,No,26,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,83.4,2170.46,No
Female,0,No,No,8,Yes,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,119.4,956.69,No
Male,0,No,Yes,29,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,107.25,3118.93,No
Female,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No,No,No internet service,No internet service,Two year,No,Credit card,18.72,1076.19,No
Male,0,Yes,Yes,59,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,112.66,6647.25,No
Female,1,Yes,No,48,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Two year,No,Credit card,97.19,4670.4,No
Female,0,No,No,15,Yes,No,No,No internet service,No,No internet service,No,Yes,No,One year,Yes,Electronic check,70.03,1048.41,No
Female,0,No,Yes,6,No,No,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,87.43,522.91,No
Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,113.86,8077.96,No
Female,0,Yes,Yes,71,No,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,One year,No,Bank transfer,51.2,3629.89,No
Female,1,No,Yes,36,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer,32.5,1161.06,No
Female,0,No,No,20,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Credit card,86.71,1741.28,Yes
Male,0,No,No,40,Yes,Yes,No,No,No internet service,No internet service,No,No,No,One year,No,Electronic check,101.71,4074.95,No
Female,0,Yes,No,48,Yes,No phone service,No,No internet service,No,No,No,No internet service,No internet service,Two year,No,Credit card,87.96,4216.42,No
Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No,Yes,Yes,Yes,Two year,No,Mailed check,60.15,1982.84,Yes
Female,1,No,No,35,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer,85.34,2992.64,No
Female,0,No,Yes,58,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer,28.5,1643.54,No
Male,1,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,72.09,945.15,No
Male,1,No,Yes,46,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,25.26,1156.61,No
Female,0,Yes,Yes,67,Yes,No phone service,No,No,No,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,30.48,2044.5,Yes
Female,0,No,No,32,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,102.53,3274.26,No
Female,0,No,No,0,Yes,No,No,Yes,Yes,Yes,No internet service,No,No,One year,No,Bank transfer,37.08,5.91,Yes
Male,0,Yes,Yes,8,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,65.31,521.11,No
Male,0,Yes,Yes,62,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,23.7,1472.81,No
Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,90.86,3182.39,No
Female,0,Yes,Yes,66,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card,77.82,5139.97,Yes
Male,1,Yes,No,10,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,66.79,658.26,No
Male,0,Yes,No,48,Yes,Yes,No,No,Yes,Yes,No internet service,No,No,Two year,Yes,Bank transfer,95.19,4578.48,No
Female,0,Yes,No,31,Yes,No phone service,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,75.55,2334.83,No
Female,0,Yes,No,45,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,One year,Yes,Credit card,97.59,4389.43,No
Male,0,Yes,No,62,Yes,Yes,No,Yes,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,108.98,6755.62,Yes
Female,0,No,No,6,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,Yes,Electronic check,44.11,263.78,Yes
Male,0,Yes,No,56,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,102.24,5718.92,No
Female,1,Yes,No,59,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,Yes,Two year,No,Mailed check,53.91,3181.73,Yes
Male,0,Yes,No,60,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,82.17,4924.23,Yes
Male,0,Yes,No,62,Yes,No phone service,No,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,102.67,6356.92,No
Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Two year,No,Mailed check,69.58,1816.44,Yes
Male,0,No,No,2,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,No,Mailed check,32.98,71.5,Yes
Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,52.25,2095.71,No
Female,0,No,No,51,No,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Credit card,84.19,4284.46,No
Female,1,Yes,Yes,18,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,One year,Yes,Electronic check,65.1,1181.53,Yes
Female,0,Yes,Yes,61,Yes,No,DSL,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,94.8,5792.52,No
Female,0,No,Yes,71,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,One year,No,Credit card,92.31,6554.89,No
Male,1,Yes,Yes,4,Yes,No phone service,DSL,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,109.08,438.53,No
Male,0,Yes,No,33,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,19.48,636.93,No
Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer,82.31,580.55,No
Male,0,No,No,41,Yes,No,No,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer,115.39,4734.86,Yes
Female,0,Yes,No,2,Yes,No phone service,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,23.01,37.32,No
Female,0,No,Yes,62,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No,Two year,No,Electronic check,93.16,5769.45,No
Female,0,Yes,No,42,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,One year,No,Bank transfer,101.27,4262.99,No
Male,0,Yes,Yes,28,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,No internet service,One year,No,Credit card,107.47,3002.14,No
Female,0,Yes,No,25,Yes,No phone service,No,No internet service,No,No,No,No internet service,Yes,Two year,No,Mailed check,88.08,2194.33,Yes
Female,0,No,No,56,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card,111.5,6244.5,No
Female,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,19.15,470.13,Yes
Female,0,No,No,49,Yes,No,DSL,No,No,No,No,No internet service,Yes,Two year,Yes,Mailed check,51.56,2518.72,No
Female,0,Yes,Yes,53,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,46.85,2492.16,No
